genes	BIO	RA	SB505	SU5402	Connectivity	Cols	Rows	Species
ENSDARG00000005364	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005394	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005416	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005423	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005425	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005451	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005456	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005462	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005476	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005479	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005481	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005482	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005541	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005544	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005547	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005559	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005560	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005593	0	1	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005616	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005625	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005626	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005627	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005640	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005648	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005673	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005679	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005699	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005713	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005739	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005754	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005762	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005774	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005786	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005789	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005799	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005821	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005828	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005834	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005840	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005861	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005867	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005891	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005894	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005913	0	1	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005915	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005916	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000005989	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006003	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006010	1	1	0	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006019	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006040	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006044	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006060	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006065	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006079	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006092	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006094	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006109	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006110	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006151	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006169	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006196	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006200	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006202	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006257	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006260	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006283	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006290	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006299	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006301	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006307	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006314	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006332	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006345	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006350	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006353	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006397	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006399	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006420	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006422	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006427	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006467	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006491	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006497	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006508	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006522	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006526	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006527	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006553	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006577	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006580	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006588	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006598	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006601	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006602	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006603	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006615	1	1	0	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006617	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006639	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006640	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006672	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006677	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006678	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006683	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006712	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006747	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006754	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006760	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006766	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006773	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006786	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006812	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006816	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006832	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006840	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006848	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006859	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006862	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006865	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006877	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006878	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006892	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006896	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006899	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006911	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006915	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006939	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000006983	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007009	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007024	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007034	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007040	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007077	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007086	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007097	0	1	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007099	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007127	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007129	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007135	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007149	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007169	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007172	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007179	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007184	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007195	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007198	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007219	1	1	0	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007220	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007221	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007231	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007271	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007275	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007277	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007279	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007285	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007289	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007302	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007329	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007349	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007366	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007369	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007370	1	1	0	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007377	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007383	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007398	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007406	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007418	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007430	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007436	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007449	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007461	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007477	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007480	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007523	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007534	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007560	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007566	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007582	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007614	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007624	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007630	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007639	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007671	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007682	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007711	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007737	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007739	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007751	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007760	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007774	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007823	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007825	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007869	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007885	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007891	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007912	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007943	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007944	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007959	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007971	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007982	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007988	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007989	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000007990	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008010	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008014	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008026	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008029	1	1	1	0	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008030	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008034	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008060	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008100	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008131	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008140	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008142	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008170	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008174	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008188	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008192	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008200	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008239	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008263	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008275	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008278	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008279	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008287	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008305	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008310	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008329	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008333	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008372	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008377	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008384	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008388	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008403	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008407	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008413	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008450	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008485	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008487	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008494	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008503	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008541	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008551	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008568	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008573	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008575	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008592	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008593	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008637	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008720	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008732	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008767	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008784	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008796	1	1	1	0	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008808	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008811	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008816	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008818	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008832	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008835	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008849	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008852	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008861	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008867	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008886	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008904	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008920	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008948	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000008983	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009014	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009018	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009020	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009021	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009031	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009106	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009113	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009178	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009194	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009196	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009208	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009209	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009252	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009262	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009280	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009281	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009299	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009311	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009313	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009336	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009341	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009346	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009387	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009418	1	1	0	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009430	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009443	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009466	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009470	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009471	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009472	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009499	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009524	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000009525	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
